Tag;AVG_LWET200;AVG_RH200;AVG_TA020;AVG_TA200;AVG_TB005;AVG_WV200;DFROST;DHOT;DICE;DRAIN;DSUMM;DVEG;KWB;MAX_GS200;MAX_LWET200;MAX_NN050;MAX_RH200;MAX_TA020;MAX_TA200;MAX_TB005;MAX_WV200;MAX_WV200max;MIN_LWET200;MIN_RH200;MIN_TA020;MIN_TA200;MIN_TB005;SUM_GS200;SUM_NN050;SUM_SOH
02.07.2024;43,9;85,1;14,7;14,5;18,1;1,4;0;0;0;1;0;1;0,5;400,4;100;1,1;97,2;17,8;17,4;18,5;3,5;6,4;8,1;64,6;12,7;12,5;17,8;2610,8;2,5;1
03.07.2024;100;93,3;13,7;13,2;17,6;1,1;0;0;0;1;0;1;14,7;358,7;100;5;97,8;16,8;16;17,8;2,2;7;100;81,2;11,5;11,3;17,2;2225,2;16,3;0
04.07.2024;69,2;82,1;15,3;15,4;17,1;2;0;0;0;1;0;1;-1,9;515;100;0,9;95,3;19,6;19,4;17,5;3,8;7,2;8,8;68,7;11,4;11,4;16,7;4327,9;0,9;5
05.07.2024;40,3;75,1;17,1;17,4;17,1;1,3;0;0;0;0;0;1;-4,1;891,6;100;0;97,5;23,8;23,5;18;2,7;5,5;5,7;53,7;10,1;10,5;16,2;6630,2;0;10
06.07.2024;76,1;84,6;17,5;17,8;17,5;1,5;0;0;0;1;1;1;3;682,3;100;2,8;98,8;25,2;25,2;18;4,2;9,2;7,2;56,2;11,7;11,8;16,7;4054;6,2;4
07.07.2024;57,6;77,7;16,4;16,1;17,6;1;0;0;0;1;0;1;-3,2;837;100;0,2;95,9;21,9;20,3;18,1;2,1;4,5;6,8;56,8;12;11,9;17,1;5430,1;0,2;7
08.07.2024;37,9;69,1;19,4;19,5;17,6;0,9;0;0;0;0;1;1;-5,1;945,8;100;0;98,4;26,7;26,3;18,7;1,4;3,8;4,4;46,9;10,4;10,3;16,4;8523;0;14
09.07.2024;30,3;68,8;23;23,7;18,7;1,1;0;1;0;0;1;1;-5,7;902,7;97,8;0;97,3;30,5;31;19,9;1,9;6,9;3,4;42,2;13,8;14,2;17,5;8238,3;0;14
10.07.2024;64,7;85,6;20,6;21,1;19,4;1;0;0;0;1;0;1;13,3;603,1;100;5,8;97,4;24,6;24,3;19,9;1,8;5,7;7,6;72,7;18,2;19;19,1;3329,3;15,9;2
11.07.2024;60,6;83,8;21;21,4;20;0,8;0;0;0;1;1;1;-1;913,8;100;1,5;99,4;25,5;26;20,5;1,7;3,6;6,1;62,2;17,9;18,3;19,5;5202,7;2,7;7
12.07.2024;81,7;86,3;19,7;20,1;19,9;1,4;0;0;0;1;1;1;6,3;724,2;100;3;98,3;25,4;26,3;20,3;3,3;10,1;6,9;63,3;16,2;16,4;19,5;4085,8;9,5;4
13.07.2024;40;77,5;16,5;17;19,3;1,1;0;0;0;1;0;1;-3;777;100;0,3;97,5;21,1;21,4;20;1,9;4,8;6,3;53;12;12,2;19;5099,8;0,3;7
14.07.2024;39,5;72;18,2;18,3;18,5;0,9;0;0;0;0;0;1;-4,3;906,5;100;0;98,4;25,9;24,7;19,3;1,9;5;4,2;44,6;10,5;10;17,5;6892,2;0;11
15.07.2024;43,9;70,2;21,9;22,1;19,2;1,1;0;1;0;1;1;1;-3,6;901,2;100;1,2;97;30,8;30,7;20,7;3,8;11,3;3,1;43,2;12,6;12,5;17,9;7560,9;1,7;12
16.07.2024;39,8;75,4;20,2;20,3;20,7;1,7;0;0;0;0;0;1;-4,6;877,9;100;0;96,1;25,5;24,1;22,1;5,3;7,1;5,5;52,9;14,1;14,3;19,6;7031,9;0;11
17.07.2024;36,2;70,3;19,7;19,5;20,3;1;0;0;0;0;0;1;-4,2;803,5;100;0;94,9;25,9;24,5;21,4;2;4,9;4,3;48,7;13,4;13,7;19,2;6444,3;0;10
18.07.2024;32;68,1;21,1;21,3;20,5;1;0;0;0;0;1;1;-4,5;749,3;99,6;0;96,4;28,2;28,1;21,6;1,6;4,2;3,6;45;12;12,5;19,3;6632,7;0;10
19.07.2024;41,4;71,8;22,9;22,9;21,4;0,9;0;1;0;1;1;1;3,7;892,5;100;8,1;95,8;31,7;30,8;23,1;2;5,7;3;43,7;14,6;15;19,9;6898,8;8,6;11
20.07.2024;47,4;71,1;23,8;23,9;22,5;0,7;0;1;0;0;1;1;-5,2;914,7;100;0,1;99,1;31;31,1;24,3;1,3;5,6;2,7;38,4;16,2;16,3;20,8;7666,7;0,1;13
21.07.2024;39,3;79,8;21,6;21,8;22,6;1;0;0;0;1;1;1;0,9;766,6;98,5;4;96,3;28,5;27,4;23,3;2,7;9,4;4,9;61,6;17;17;21,8;4385,1;4,2;5
22.07.2024;40,6;77,5;20,7;20,6;22,3;1,7;0;0;0;1;0;1;-2,2;799,7;100;1,5;96,2;25,7;24,7;23,2;2,9;6,4;6,2;56,7;14,8;15,1;21,6;5169,4;1,5;7
23.07.2024;39,4;77,2;19,5;19,6;21,7;1,4;0;0;0;1;1;1;-1,6;816;100;1,7;91,9;26,5;25,2;22,7;2,6;6,3;5,1;52,7;14,5;15;20,8;5024,7;2,1;7
24.07.2024;57;80,5;17,6;17,1;21,1;1,5;0;0;0;0;0;1;-3,2;634;100;0;96,2;23,8;21,9;21,8;2,4;5;6,8;58,9;12,5;12,6;20,4;4877,4;0;6
25.07.2024;39,6;71,6;19,5;18,9;21,1;0,7;0;0;0;0;1;1;-4,3;914,3;100;0;98,4;27,8;25,5;22,7;1,2;3,6;4;43,6;11,4;11,5;19,5;7075,2;0;12
26.07.2024;32,8;73,1;21,2;20,9;21,5;1,1;0;0;0;0;1;1;-3,8;781,1;91,9;0;96,6;27,7;25,9;22,5;2,9;5,3;5,4;51;13,4;13,8;20,5;5462;0;8
27.07.2024;49;83,7;21,7;21,4;22;0,8;0;0;0;1;1;1;-0,3;662,6;100;0,7;96,6;28,8;27,8;22,8;2;5,4;5;54;17,1;17,3;21,1;3674,4;2,7;4
28.07.2024;50,8;74,2;19,7;18,9;22;1,9;0;0;0;1;0;1;0,6;907,2;100;1,2;96,8;25,8;23,2;23;3,1;7,2;4,7;49,4;13,1;13,6;21;7389,7;5,2;12
29.07.2024;39,6;68,8;19,6;19,4;21,5;0,9;0;0;0;0;1;1;-5;922,5;100;0;98,4;28,1;27,6;22,9;1,8;4,6;3,1;36,6;10,3;10,6;20,1;8059,5;0;14
30.07.2024;32,9;65,7;22,8;22,8;22;0,8;0;1;0;0;1;1;-5;869;99,9;0;96,1;32,7;32,1;23,7;1,2;3,3;2,6;38,4;12;12,3;20,3;7298,8;0;12
31.07.2024;31,4;69,1;24,1;24,1;22,9;1;0;1;0;0;1;1;-4,9;850,7;85,7;0;95;33,6;32,3;24,2;2;5,3;3;37,9;14,9;15,3;21,5;6620,1;0;11
01.08.2024;63;88,3;20,8;20,6;22,6;0,7;0;0;0;1;1;1;11,7;476,4;100;7,9;97,2;26,3;25,7;23,3;1,8;6,2;7,4;69,6;16,7;17;22,1;2966,9;14;2
02.08.2024;47,2;80,5;21,3;20,8;22,3;1,5;0;0;0;1;1;1;0,3;816,5;100;3,4;97,7;27,2;25,6;23,1;3,2;6,2;5,9;54,3;16;16,5;21,5;6142,9;4,5;10
03.08.2024;70,4;84,4;19,6;19,4;21,8;0,9;0;0;0;1;0;1;12,9;571,1;100;14,4;99,5;25,1;24,5;22,4;2;4,3;8,6;68,7;13,6;14;21,1;4322,8;15,8;5
04.08.2024;28,2;79,7;19,7;19,5;21,6;1,4;0;0;0;1;0;1;-1,9;642;100;0,9;96,9;23,8;23,3;22;3,4;6,5;7;62,2;14,7;15,1;21;4611,7;1,3;6
05.08.2024;58;77,1;20,2;19,6;21,7;0,8;0;0;0;0;1;1;-3,8;866,9;100;0;98,8;26,8;25,1;22,6;1,6;3,6;4,4;49,9;14,5;14,9;20,9;6016;0;10
06.08.2024;36,3;72,7;22;21,6;21,9;0,9;0;0;0;0;1;1;-4,7;870,3;94,8;0;98,3;30,5;29,3;23,2;2,7;4,8;3,5;42,5;12,9;13;20,5;7207,3;0;13
07.08.2024;35;78,2;21,8;21,7;22,1;1;0;0;0;0;1;1;-3,4;787,8;87,4;0,1;97,8;28,5;27,2;22,9;2,3;4,9;5,3;57,8;14,8;15,3;21,3;4944,4;0,1;7
08.08.2024;16,3;73,4;19,8;19,6;22;1,5;0;0;0;0;0;1;-3,6;789,2;80;0;93,6;25,1;24;22,4;2,7;6,2;5,5;47,1;13,3;13,7;21,6;4929,2;0;7
09.08.2024;35;72,1;20,8;20,8;21,4;1;0;0;0;0;1;1;-4,1;833,4;94,3;0;98,1;28,2;28;22,5;2,4;5;4,9;48,8;11,7;12;20,2;6257;0;11
10.08.2024;12,3;70,9;22,6;22,7;22;1;0;0;0;0;1;1;-4,3;738,3;42,6;0;93,3;30,7;29,1;23;2,1;4,5;4;47,9;15,4;16,3;21;6214,4;0;11
11.08.2024;31,5;70,1;23,7;23,4;22,3;0,9;0;1;0;0;1;1;-4,9;855,2;88,1;0;97,5;32,6;31,2;23,6;1,7;4,5;3,6;44,1;14,3;14,8;21,1;7204,9;0;13
12.08.2024;22,2;68,9;24,7;24,6;22,8;0,7;0;1;0;0;1;1;-4,5;831;81,1;0;94,9;34,7;32,6;23,9;2;4,6;2,7;40,9;15,8;16,4;21,6;6450,6;0;11
13.08.2024;6,7;60,3;26,3;26,1;23,3;1,1;0;1;0;0;1;1;-4,9;805,4;11,5;0;87,9;35,1;33,1;24,3;3,1;6,4;2,9;41,4;16,9;18;22,2;6399,3;0;11
14.08.2024;42,9;76,6;22,7;22,5;23,3;1,2;0;0;0;1;1;1;-4;836,2;94,7;0,3;96,2;31,9;29,4;24,1;3,1;6,3;3,8;48,5;17,1;17,8;22,4;5943;0,3;10
15.08.2024;44,1;75,1;22,4;21,9;22,9;0,9;0;0;0;0;1;1;-4;736,2;100;0;98,4;31,4;27,8;23,7;1,6;3,9;4,5;53,4;14,9;15,3;21,9;6139,5;0;11
16.08.2024;10,2;71;23,1;23,1;22,9;1;0;0;0;0;1;1;-4;770,3;25,8;0;94,3;31,5;28,5;23,7;2,6;4,9;4,7;53,7;16,5;16,9;22;5756;0;10
17.08.2024;20,3;69,9;22,7;22,4;22,7;1;0;0;0;1;1;1;-1,2;859,6;100;1,4;95;31,1;28,3;23,5;2,3;4,2;3,9;46,4;16,8;17,4;21,9;5717,2;2,8;10
18.08.2024;100;94,1;18,4;18,1;22,1;1,5;0;0;0;1;0;1;15,5;193,2;100;3,4;98,3;20,9;20,2;22,9;3,1;7,4;100;87,5;15,1;15,2;21,4;1356;16,7;0
19.08.2024;53,6;80,3;18;17,5;21;1,5;0;0;0;0;0;1;-2,8;545;100;0;89,6;23;21,2;21,4;2,6;4,3;6,8;65,3;14,5;14,7;20,5;4148,1;0;6
20.08.2024;25,8;86,7;18,5;17,9;20,7;0,7;0;0;0;0;0;1;-2;410,3;81,3;0;97,2;24,5;22,3;21,1;1,4;3,3;6,9;69,1;14,6;14,9;20,3;2814;0;2
21.08.2024;54,9;78;16,7;16,4;20,3;2;0;0;0;1;0;1;-2,4;872;100;1;97,8;22,7;20,6;20,8;4,2;7,7;5,8;49,7;10,1;10,4;19,8;6069,3;1,1;11
22.08.2024;43,4;73,9;17,5;16,4;19,5;0,6;0;0;0;0;1;1;-3,6;853;97,1;0;98,8;29,1;25,9;20,6;1,2;3,5;3,6;40,2;8,6;8,4;18,4;6457,4;0;12
23.08.2024;38,6;68,5;18,8;19,1;19,6;0,9;0;0;0;0;1;1;-4;796,8;96,6;0;98;29,5;28,9;20,6;2,1;7,2;3,7;37;8,6;9;18,4;6376,6;0;12
24.08.2024;27,6;60,9;22,7;23,5;20,1;1;0;1;0;0;1;1;-4,5;801;87;0;97,4;33,4;32,9;21,3;2,3;6,2;2,8;32;11,4;11,7;18,9;6401,6;0;12
25.08.2024;43,8;73,9;17,6;17,3;20,4;1,6;0;0;0;1;0;1;3,6;695,1;100;1,8;96,4;22,4;23,6;20,9;4,1;8,1;6,9;55;10,3;10,8;19,9;4520,7;6,6;7
26.08.2024;36,5;76,6;17,1;16,3;19,4;0,8;0;0;0;0;0;1;-2,9;671,8;87,3;0;98,2;24,1;22;20;1,7;4;7,7;51;10,3;10,4;18,6;4978,7;0;8
27.08.2024;29,1;75,7;19,1;18,8;19,6;1,2;0;0;0;0;1;1;-3,6;804,8;82,2;0;97;27,5;25,1;20,6;2,6;5,7;7,4;54,1;10,5;11,2;18,6;6213,9;0;12
28.08.2024;41,8;72,8;21,5;21,2;20;0,7;0;1;0;0;1;1;-4;799,8;95,4;0;99;34,3;31,4;21,2;1,3;3;5,4;37,3;11,1;12;18,7;6337,6;0;12
29.08.2024;29,7;71;22,2;22,7;20,6;0,8;0;1;0;0;1;1;-3,9;778;85,2;0;97,2;33,8;32,2;21,6;1,5;3,5;4,8;34,4;13;13,7;19,4;5543,7;0;10
30.08.2024;35,1;70,4;22,4;23,1;20,8;0,7;0;1;0;0;1;1;-3,7;684,8;87;0;97,9;32,1;31,7;21,7;1,4;4;5;32,6;14,2;15;19,9;5530,6;0;10
31.08.2024;40,1;73,7;22,1;22,7;20,9;0,9;0;1;0;0;1;1;-3,8;749;92,5;0;98,8;32,1;31,1;21,8;2,4;4,9;7;41,6;14,6;15,7;20;5471,4;0;10
01.09.2024;18,3;72,5;22,7;23,4;21,1;0,7;0;1;0;1;1;1;-3;739,3;65;0,5;92,4;32,5;30,4;22;1,6;6,1;6,2;49,7;14,7;16,5;20,1;5251,7;0,5;9
02.09.2024;44,3;78,7;21;21;21,2;0,7;0;0;0;1;0;1;-2;638,8;100;0,4;89,7;27;24,4;21,5;1,1;2,9;7,5;63,2;16,9;17,8;20,7;3424,2;0,4;5
03.09.2024;18,1;77,6;21,9;21,9;21,1;0,7;0;0;0;0;1;1;-3;738,4;81,2;0;96,5;30;27,3;21,7;1,5;4,1;6,5;53,7;15,9;16,2;20,4;4657,1;0;8
04.09.2024;54,9;85,3;20,6;20,2;20,9;1;0;0;0;1;0;1;-2,1;623,3;100;0,4;97;28,3;24,9;21,5;2,5;5;7,4;66,3;15,5;16,5;20,3;3884;0,5;6
05.09.2024;66,5;78,3;21,9;22;21,1;1,4;0;0;0;1;1;1;0,2;692,8;100;3,5;98,3;29,2;29,3;21,8;3,4;6,6;5,4;45,9;15,9;16,8;20,4;4986,7;3,9;9
06.09.2024;47,7;82,4;20;19,1;21;0,9;0;0;0;0;0;1;-2,5;668,4;100;0,1;96,3;28,1;24,2;21,5;1,5;3,6;6,1;61,3;14,4;15,4;20,5;4191,8;0,1;7
07.09.2024;44;74,6;20,3;20,4;20,5;0,8;0;0;0;0;1;1;-3,5;746,4;100;0;99,4;31,9;28,8;21,4;1,6;4,3;4;40,6;12,2;12,8;19,5;5768,5;0;11
08.09.2024;46,4;88,8;17,3;17,3;20;1,2;0;0;0;1;0;1;25,4;373,2;100;11,5;98,9;23,4;21,8;20,6;2,7;5,3;8,4;74,1;14,6;14,3;19,3;1974,7;27;1
09.09.2024;94,5;87,7;15,4;15,3;18,9;1,6;0;0;0;1;0;1;0,2;474,8;100;0,7;99,1;19,2;18,2;19,2;3,5;8,6;35,4;70;12,4;13;18,7;2726,6;2;3
10.09.2024;54,4;83,6;14,8;14,7;18,4;1,8;0;0;0;0;0;1;-2;499,3;100;0;95,8;20,1;18,7;18,7;2,7;7,2;7,9;65,5;11,2;12;18,2;2976,5;0;4
11.09.2024;53,6;86,1;11,7;11,5;17,4;1,5;0;0;0;1;0;1;8,6;223,2;100;3,8;97;15,7;15,3;18,1;3,9;8,2;9,4;74,5;8,4;7,9;16,6;1216,5;9,7;0
12.09.2024;100;88,8;9,6;8,8;16,1;0,9;0;0;0;1;0;1;5;667,7;100;2,9;97,8;16,6;12,6;16,5;2,4;5,7;100;74,3;6,3;5,9;15,6;2828,3;6,4;4
13.09.2024;76,8;86,8;9,3;9;14,1;2,4;0;0;0;1;0;1;7,6;568,2;100;8,1;97,3;14,1;12,3;15,5;3,8;7,3;11,4;71,3;4,7;5,4;12,5;3355,6;9,2;5
14.09.2024;10,6;81,1;10,2;10;13,3;2,7;0;0;0;0;0;1;-1,7;391,4;13,2;0;92;14,6;12,9;13,8;3,6;7,2;8,6;66,6;7,8;8,3;12,9;2831,9;0;4
15.09.2024;11,3;75,6;11;10,5;13,9;1,5;0;0;0;0;0;1;-1,9;660,1;38;0;93,2;17,7;14,1;14,5;2,6;7,3;7,2;58;7,2;8;13,5;3863;0;7
16.09.2024;77,7;92,4;10,9;10,6;14;1,7;0;0;0;1;0;1;5,4;218,9;100;2,1;96,7;12,9;12,2;14,2;2,6;5,8;15,8;84,9;8,2;8,2;13,8;978,2;6,3;0
17.09.2024;67,6;87,6;14;14,1;14,4;1,8;0;0;0;0;0;1;-1,4;351,5;100;0;94,5;19,3;18,6;14,9;2,9;5,7;10;73,2;11,5;11,4;14,1;1462,7;0;0
18.09.2024;16;71,9;16,4;17;15,3;2,1;0;0;0;0;0;1;-2,8;603,5;70,8;0;93,2;22,7;21,8;15,9;4,4;8,3;6,3;47,6;11,4;12,6;14,8;4067;0;8
19.09.2024;8,2;65,1;16,5;17,1;15,9;1,7;0;0;0;0;0;1;-2,9;679,6;10,3;0;78,9;22,9;21,6;16,5;2,9;6,6;5,5;47,3;11;13,2;15,3;4806,9;0;10
20.09.2024;27;76,1;15;15,3;16;0,9;0;0;0;0;0;1;-2,5;682,4;83,9;0;96,6;24,9;22,4;16,7;1,9;4;4,9;50,5;7,4;8,3;15,2;5025,1;0;11
21.09.2024;51,3;78,3;15,2;15,2;15,8;0,7;0;0;0;0;0;1;-2,4;680,3;100;0;98,7;26,7;23,6;16,7;1,2;3,1;4,3;46,6;6,6;7,5;14,9;5036,5;0;11
22.09.2024;53;83,1;15,2;15,3;15,8;0,7;0;0;0;0;0;1;-2;540;100;0;99,3;24,3;23,2;16,5;1,8;4,2;5,6;53,8;7,5;8,1;15;3769,2;0;7
23.09.2024;72,6;90,7;15,3;15;16,2;0,8;0;0;0;1;0;1;7,6;369;100;5,3;98,9;20,6;19,4;16,5;2,1;3,8;8,2;69,2;12,4;12,8;15,8;1929;8,9;2
24.09.2024;58,9;81,1;14,1;14,3;16;1,3;0;0;0;0;0;1;-1,6;472,8;100;0,1;99;18,1;17,5;16,2;2,9;6,7;8,2;63;11,1;11,3;15,7;2962,4;0,1;5
25.09.2024;16,3;74,7;14,8;15,4;15,9;1;0;0;0;1;0;1;-1,3;432,2;100;0,4;93,6;20,7;20,3;16,3;1,9;5,5;6,8;55,7;10,4;11,2;15,4;2851,2;0,5;5
26.09.2024;100;90,3;14,4;14,7;15,8;2,2;0;0;0;1;0;1;11,4;150;100;1,5;95,6;16,7;16,8;16;2,8;8,5;100;86,7;11,9;12,6;15,6;772,5;12,3;0
27.09.2024;57,5;83,1;11,7;12,3;15,3;1,6;0;0;0;1;0;1;-1,1;520,6;100;0,2;96,9;17,5;16,2;15,7;3,8;12,6;9,5;67,8;7,4;8,4;14,9;2883,2;0,4;5
28.09.2024;72,8;88,1;9,5;9,3;14,5;1,9;0;0;0;1;0;1;0,8;422,3;100;1;97,9;13,3;12,2;14,8;3,7;8,2;9,8;70;3,4;3,9;14;2521,3;2;4
29.09.2024;49,5;81,9;8,1;7,6;13,2;1,1;0;0;0;0;0;1;-1,5;652,1;100;0;99,7;16,2;13,8;13,8;2,4;6;7,1;57;1,5;1,3;12,5;3728,5;0;8
30.09.2024;43,9;83,5;12;11,8;13,4;0,9;0;0;0;1;0;1;1,1;521,5;100;1,2;95,3;18,8;17,7;14;2,5;6,6;10,6;61;6,6;6,4;12,8;2400,5;2,5;4
01.10.2024;30,8;79,9;12,9;13,3;13,9;1;0;0;0;1;0;1;11,4;379,1;100;4,8;98,2;17,4;16,8;14,3;2;5,3;8;60,1;9,1;11,1;13,6;2169,8;12,7;3
02.10.2024;100;93,1;10,5;10,2;13,9;1,3;0;0;0;1;0;1;4,2;399,2;100;1,3;99,3;14,3;13,4;14,1;3,5;6,1;100;77;4,7;5,1;13,5;1889,2;5,2;2
03.10.2024;75;91,6;8,9;8,4;12,8;1,4;0;0;0;1;0;1;-0,4;283,1;100;0,2;100;11,9;11,1;13,3;2,2;5,1;11;78,2;4,5;4,7;12,6;1130,8;0,4;0
04.10.2024;40,9;90;9,7;9,3;12,8;1,9;0;0;0;1;0;1;0,8;251,8;100;1,1;96,2;12,9;12;12,9;2,6;5,3;10,4;73,9;7,8;7,7;12,6;1381,4;1,8;1
05.10.2024;97,8;91,6;9,4;9;12,8;1;0;0;0;1;0;1;-0,5;286;100;0,2;98,8;13;11,7;13;1,7;3,6;82,2;78,3;4,3;5,2;12,6;1389;0,3;1
06.10.2024;69,5;88,9;9,2;8,6;12,1;0,8;0;0;0;1;0;1;1,2;473,2;100;2;100;15,9;13,2;12,6;1,6;3,5;8,9;70,3;2,2;1,8;11,5;2762,6;2,2;6
07.10.2024;99,6;94,2;14,5;14,3;13,1;0,8;0;0;0;1;0;1;11,1;534,6;100;2,7;99,7;20,5;19,4;14;1,7;5,8;92,7;78,3;10,5;10,7;12,6;1754,4;12,1;2
08.10.2024;100;96,8;13,4;13,4;14;0,7;0;0;0;1;0;1;8,6;150,5;100;2,9;99,9;16,5;15,9;14,2;1,9;9,9;100;89,9;10,8;11,4;13,8;719,2;9,3;0
09.10.2024;66;80,5;13,3;14,2;13,7;1;0;0;0;1;0;1;-0,7;371,8;100;0,6;98,8;19,2;19,8;14;1,9;5,5;8,6;59,1;5,9;7,6;13,1;2265,2;0,6;4
10.10.2024;43,1;79,7;13,6;13,8;14;2,3;0;0;0;0;0;1;-1,4;417,5;100;0,1;97,5;17,4;18,7;14,2;4,4;14,6;8,5;66;7,8;9,1;13,9;2180,4;0,1;4
11.10.2024;74,9;88,6;9;8,7;13,3;1,3;0;0;0;1;0;1;2,9;450,1;100;1,9;98,9;13,5;11,7;13,8;3,1;5,8;9;67,2;3;3,6;12,8;2513,4;3,9;5
12.10.2024;61,9;84,7;9,3;9,2;12,1;0,9;0;0;0;1;0;1;-0,7;447,9;100;0,3;100;16,7;14,9;12,7;1,9;4,9;8;65,4;1,3;1,7;11,3;2665,1;0,3;6
13.10.2024;47,2;77,1;10,2;10,3;12,5;2,2;0;0;0;1;0;1;0,4;489;100;1,9;94,9;13,6;13,4;12,7;4,2;8,2;7,1;44,3;3,3;4;12;2503,6;2;5
14.10.2024;76,9;92,5;10,6;10,5;11,9;0,9;0;0;0;1;0;1;6;310,8;100;3,3;98,3;15,4;16;12,5;2,3;6,1;12,4;83,8;4;4;11,4;1393,7;6,8;1
15.10.2024;100;95,6;13,3;12,8;12,9;1,1;0;0;0;0;0;1;-0,8;290;100;0;100;17,3;16,2;13,4;1,9;4,2;100;86,9;11,5;10,9;12,5;1308,9;0;1
16.10.2024;70,3;92,4;11,9;11,7;13,2;1;0;0;0;0;0;1;-0,9;472,8;100;0;99,6;17,6;15,4;13,5;1,7;3,8;10,4;78,9;7,6;8,4;13;1973,8;0;4
17.10.2024;55;89,4;14,3;14,5;13,3;0,6;0;0;0;0;0;1;-0,9;499,6;100;0,1;99,8;22,4;21,1;14;1,2;2,4;7,8;70,2;8,8;9,3;12,7;2271,8;0,1;5
18.10.2024;98;98,3;12,2;12,2;13,4;0,6;0;0;0;1;0;1;0,9;213,3;100;0,8;100;14,9;14,1;13,7;1;2,9;84;94,6;9;9,9;13,2;655,5;1,5;0
19.10.2024;94;95,4;11,4;11,4;13,1;0,6;0;0;0;0;0;1;-0,6;305,9;100;0,1;100;16,5;15,7;13,5;1;2,5;81,6;82,6;6,2;7;12,6;1585,1;0,1;3
20.10.2024;71,1;94,4;11,6;11,7;13,2;0,7;0;0;0;0;0;1;-0,8;431;100;0;100;17,6;16,3;13,6;1,5;3,7;10;79,9;7,9;8,7;12,8;1674,1;0;3
21.10.2024;69,6;88,5;12,5;12,9;13;0,5;0;0;0;0;0;1;-1;514,7;100;0;100;22,6;21,2;13,6;1,1;2,6;6,4;57,9;7,2;7,6;12,4;2593,6;0;7
22.10.2024;98;90,6;12,9;13,3;13,2;1,3;0;0;0;1;0;1;0,6;179;100;0,6;99,3;16,6;16,7;13,5;2,3;4,5;60,2;82,6;8,5;10,4;12,9;807,6;1,3;0
23.10.2024;63,3;89,2;9,7;9,6;12,8;1;0;0;0;0;0;1;-0,7;452,4;100;0;98,2;14,2;13,1;13,3;1,8;4;9,9;74,4;5,9;6,5;12,4;2031;0;5
24.10.2024;30,7;93,1;10,9;10,8;12,7;0,7;0;0;0;0;0;1;-0,7;159;92,9;0;99,4;14,4;14,7;12,9;1,3;3;10,1;76,6;7,3;7,9;12,6;799,8;0;0
25.10.2024;61,9;87,2;12,1;12,3;12,7;0,8;0;0;0;0;0;1;-1;486,9;100;0;99,6;21,4;20,5;13,3;1,8;3,6;7;62;5,8;6,9;12,2;2764,8;0;8
26.10.2024;66,3;92,3;10;9,9;12,4;0,9;0;0;0;0;0;1;-0,8;486,1;100;0;100;18,1;16,3;12,8;2,2;4,5;8;71,3;4,6;6,4;11,9;2841,3;0;8
27.10.2024;75;95,1;10,1;9,9;12,2;0,7;0;0;0;0;0;1;-0,7;374,6;100;0;100;17,1;16,7;12,6;1,4;2,9;8,9;75,8;5,1;5,9;11,9;1651,7;0;4
28.10.2024;67,3;88,6;11,1;11,3;12;0,7;0;0;0;0;0;1;-0,7;552,2;100;0,1;100;21,6;20,3;12,6;1,4;2,8;6,8;61,4;4,7;5;11,3;3001;0,1;9
29.10.2024;64,8;89,9;11;11,2;12,1;0,8;0;0;0;0;0;1;-0,8;453,7;100;0;100;20,5;19,2;12,6;1,7;3;7,3;67,2;4,9;5,6;11,4;2623,2;0;8
30.10.2024;66,9;91;10,5;10,5;12;0,8;0;0;0;0;0;1;-0,7;460,8;100;0;100;18,8;17,3;12,4;1,8;3,6;7,7;69,3;5;5,9;11,5;2726;0;9
31.10.2024;54;95,5;10,2;9,6;12;0,7;0;0;0;0;0;1;-0,5;94,2;100;0;100;11,7;11,1;12,1;1,1;3,2;11,5;89,9;8,6;8;11,9;551,6;0;0
01.11.2024;27,6;92;9,7;9,2;12;1;0;0;0;0;0;1;-0,6;457,5;81,7;0;98,7;15;13,4;12,3;1,5;3,5;8,8;76,2;5,3;6,7;11,8;2332,4;0;7
02.11.2024;53;92,1;8,5;8,1;11,6;1,4;0;0;0;1;0;1;-0,3;91,3;100;0,1;98,7;9,3;9,2;11,9;2,3;4,4;11,6;85,7;7,6;7,1;11,4;447,5;0,2;0
03.11.2024;11,1;84,7;9;8,6;11,3;1,1;0;0;0;0;0;1;-0,6;156,2;11,7;0;92,3;10,9;9,7;11,4;1,6;4,2;10;79;7,3;6,8;11,2;839,2;0;1
04.11.2024;27,1;88,8;6,9;6,7;11;1;0;0;0;0;0;1;-0,5;437,5;94,8;0;99,6;13,5;12,1;11,3;1,4;3,5;8,3;72,2;0,2;1,1;10,5;2038;0;6
05.11.2024;67,3;91,9;6;5,8;9,9;0,8;0;0;0;0;0;1;-0,5;415,6;100;0;100;13,9;13,3;10,3;1,3;2,1;8,6;69,5;-0,1;0,1;9,4;2121;0;7
06.11.2024;69,4;97,3;7;6,4;9,8;1,1;0;0;0;0;0;1;-0,4;328,4;100;0;100;13,8;12,3;10,3;2,2;3,9;10,1;85;2,2;2,7;9,3;1483,8;0;4
07.11.2024;60,4;96,1;6,6;6;10;1,3;0;0;0;0;0;1;-0,4;97;100;0;100;8,2;7,5;10,2;1,8;3,4;11,8;88,9;5;4,2;9,8;517,1;0;0
08.11.2024;11,9;90,2;6,8;6,3;9,8;1,5;0;0;0;0;0;1;-0,5;76,4;12,7;0;92,9;7,8;6,9;9,9;1,9;4,5;11,2;85,7;6;5,4;9,7;419,5;0;0
